human_gene,Human Gene Systematic Name,worm_gene,worm_ID,sources,all_databases,Is Best Score,Is Best Reverse Score,n_databases,full_pathway,Pathway_Level,geneName,AC1,AC2,AC3,WB1,WB2,WB3,baseMean,log2 fold change,lfcSE,stat,pvalue,padj,Updated Gene Name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Transcript count
NDUFS4,HGNC:7711,lpd-5,WBGene00003061,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS,lpd-5,339,127,521,144,173,133,239.9434148,1.464966018,0.667517291,2.194648793,0.028188801,0.13382002,lpd-5,I,4372255,4373018,1
NDUFS4,HGNC:7711,lpd-5,WBGene00003061,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,lpd-5,339,127,521,144,173,133,239.9434148,1.464966018,0.667517291,2.194648793,0.028188801,0.13382002,lpd-5,I,4372255,4373018,1
NDUFS4,HGNC:7711,lpd-5,WBGene00003061,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,lpd-5,339,127,521,144,173,133,239.9434148,1.464966018,0.667517291,2.194648793,0.028188801,0.13382002,lpd-5,I,4372255,4373018,1
NDUFS4,HGNC:7711,lpd-5,WBGene00003061,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS,lpd-5,339,127,521,144,173,133,239.9434148,1.464966018,0.667517291,2.194648793,0.028188801,0.13382002,lpd-5,I,4372255,4373018,1
NDUFS4,HGNC:7711,lpd-5,WBGene00003061,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,lpd-5,339,127,521,144,173,133,239.9434148,1.464966018,0.667517291,2.194648793,0.028188801,0.13382002,lpd-5,I,4372255,4373018,1
NDUFS5,HGNC:7712,nduf-5,WBGene00021839,Alliance+OrthoList,InParanoid|OrthoFinder|OrthoInspector|PhylomeDB|SonicParanoid,Yes,Yes,5,OXPHOS > Complex I > CI subunits,OXPHOS,nduf-5,83,148,11,60,58,9,84.44478672,2.14514151,0.895566417,2.395290254,0.016607213,0.095362022,nduf-5,I,3001406,3002847,1
NDUFS5,HGNC:7712,nduf-5,WBGene00021839,Alliance+OrthoList,InParanoid|OrthoFinder|OrthoInspector|PhylomeDB|SonicParanoid,Yes,Yes,5,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,nduf-5,83,148,11,60,58,9,84.44478672,2.14514151,0.895566417,2.395290254,0.016607213,0.095362022,nduf-5,I,3001406,3002847,1
NDUFS5,HGNC:7712,nduf-5,WBGene00021839,Alliance+OrthoList,InParanoid|OrthoFinder|OrthoInspector|PhylomeDB|SonicParanoid,Yes,Yes,5,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,nduf-5,83,148,11,60,58,9,84.44478672,2.14514151,0.895566417,2.395290254,0.016607213,0.095362022,nduf-5,I,3001406,3002847,1
NDUFS5,HGNC:7712,nduf-5,WBGene00021839,Alliance+OrthoList,InParanoid|OrthoFinder|OrthoInspector|PhylomeDB|SonicParanoid,Yes,Yes,5,OXPHOS > OXPHOS subunits,OXPHOS,nduf-5,83,148,11,60,58,9,84.44478672,2.14514151,0.895566417,2.395290254,0.016607213,0.095362022,nduf-5,I,3001406,3002847,1
NDUFS5,HGNC:7712,nduf-5,WBGene00021839,Alliance+OrthoList,InParanoid|OrthoFinder|OrthoInspector|PhylomeDB|SonicParanoid,Yes,Yes,5,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,nduf-5,83,148,11,60,58,9,84.44478672,2.14514151,0.895566417,2.395290254,0.016607213,0.095362022,nduf-5,I,3001406,3002847,1
NDUFS6,HGNC:7713,nduf-6,WBGene00009051,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS,nduf-6,402,514,646,161,348,230,369.7751744,1.836073162,0.536188684,3.424304198,6.16E-04,0.009084932,nduf-6,I,7090740,7091361,1
NDUFS6,HGNC:7713,nduf-6,WBGene00009051,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,nduf-6,402,514,646,161,348,230,369.7751744,1.836073162,0.536188684,3.424304198,6.16E-04,0.009084932,nduf-6,I,7090740,7091361,1
NDUFS6,HGNC:7713,nduf-6,WBGene00009051,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,nduf-6,402,514,646,161,348,230,369.7751744,1.836073162,0.536188684,3.424304198,6.16E-04,0.009084932,nduf-6,I,7090740,7091361,1
NDUFS6,HGNC:7713,nduf-6,WBGene00009051,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS,nduf-6,402,514,646,161,348,230,369.7751744,1.836073162,0.536188684,3.424304198,6.16E-04,0.009084932,nduf-6,I,7090740,7091361,1
NDUFS6,HGNC:7713,nduf-6,WBGene00009051,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,nduf-6,402,514,646,161,348,230,369.7751744,1.836073162,0.536188684,3.424304198,6.16E-04,0.009084932,nduf-6,I,7090740,7091361,1
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,OXPHOS > Complex I > CI subunits,OXPHOS,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,OXPHOS > OXPHOS subunits,OXPHOS,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS7,HGNC:7714,nduf-7,WBGene00012376,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,nduf-7,134,825,650,953,1111,640,975.9820631,1.009656918,0.783981708,1.287857748,0.197795486,0.431799897,nduf-7,I,9108173,9110918,2
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFS8,HGNC:7715,ndus-8,WBGene00020636,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,T20H4.5,117,279,222,233,403,105,208.7746637,0.390873904,0.609232359,0.641584279,0.521143143,0.713981449,ndus-8,III,7232926,7234202,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV1,HGNC:7716,nuo-1,WBGene00003831,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,nuo-1,391,652,1061,1170,1152,611,698.7797938,0.503201347,0.541321757,0.929579018,0.352589095,0.579061349,nuo-1,II,11097837,11100146,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex I > CI subunits,OXPHOS > Complex I > CI subunits,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NDUFV2,HGNC:7717,nduv-2,WBGene00009992,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS subunits,OXPHOS > OXPHOS subunits,F53F4.10,204,271,529,598,860,379,469.1641278,-0.136307963,0.574148907,-0.237408729,0.812339718,0.901767597,nduv-2,V,13624625,13625567,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism > Metals and cofactors,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFS1,HGNC:15910,nfs-1,WBGene00015021,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,B0205.6,136,42,106,222,300,196,127.5686646,-0.727443496,0.615612858,-1.181657412,0.237341663,0.477624363,nfs-1,I,10736697,10739914,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism > Metals and cofactors,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
NFU1,HGNC:16287,nfu-1,WBGene00003064,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Fe-S-containing proteins,Metabolism > Metals and cofactors > Fe-S-containing proteins,lpd-8,214,34,556,56,97,44,146.03751,2.960983298,1.017221936,2.910852779,0.003604438,0.03291906,nfu-1,IV,10387413,10388336,1
